;current_time;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N;target_north_from_observer;target_east_from_observer
2024-04-23_12:24:56:025211;1713867896.02228;59.881276283333335;10.743413833333333;0.0;59.881276283333335;10.743413833333333;0.0;1713867896.02228;-40.479;3.0997872392549186;0.91;-0.556;1.07;-45.312;-5.763;-1.732;4.445;59.88157283333334;10.744337833333333;0.0;-33.21847019177429;-51.57862778524084;0.00029446290849577395;1713867895.9444613;0.07781863212585449;0.0;0.0;0.0;0.0;457.75701813189914;541.419023597475;1.6876954221160148;-3.0345849758978716;3.472322250854094;-1.063240926280994;-0.7908435906636706;61.078053395324204;-4.012031875254018;-31.530774769658272;-54.61321276113871
2024-04-23_12:24:56:148916;1713867896.144929;59.881276283333335;10.743413833333333;0.0;59.881276283333335;10.743413833333333;0.0;1713867896.144929;-40.631;0.0;0.91;-1.141;0.233;-44.653;2.749;-3.957;1.149;59.88157283333334;10.744337833333333;0.0;-33.038354626038576;-51.74382472132515;0.000294863430131187;1713867896.02228;0.12264895439147949;0.0;0.0;0.0;0.0;438.5706347465864;544.210132430731;1.5976643551115295;-2.984357486181196;3.38510280448315;-1.0792732218016226;-0.779341870893028;59.35665928815184;-4.982841447498353;-31.440690270927046;-54.72818220750634
2024-04-23_12:24:56:265128;1713867896.2591457;59.881277866666665;10.743410983333334;0.0;59.881277866666665;10.743410983333334;0.0;1713867896.25715;-41.884;2.1197815295449027;0.91;-0.932;0.092;-44.643;5.17;-3.601;0.347;59.88157283333334;10.744337833333333;0.0;-33.038354626038576;-51.74382472132515;0.000294863430131187;1713867896.144929;0.11421680450439453;0.0;0.0;0.0;0.0;454.68483746887165;545.3565868353797;1.6825815779499145;-3.0919457832667447;3.520114982939823;-1.0724307970609122;-0.7791673379678286;61.257403419362824;-4.351951800784638;-31.35577304808866;-54.83577050459189
2024-04-23_12:24:56:384375;1713867896.3734047;59.881277866666665;10.743410983333334;0.0;59.881277866666665;10.743410983333334;0.0;1713867896.3734047;-42.51;0.0;0.91;0.271;-0.139;-44.751;7.102;-0.148;-0.599;59.88157283333334;10.744337833333333;0.0;-32.86195280638939;-51.903421712277996;0.00029524683243842276;1713867896.2591457;0.11425900459289551;0.0;0.0;0.0;0.0;441.563060128816;545.1238264522495;1.591495826545838;-3.0396839538525526;3.4311131583236234;-1.088468809602714;-0.7810522935599824;59.79761018218444;-4.904205993170366;-31.27045697984355;-54.94310566613055
2024-04-23_12:24:56:483643;1713867896.4786506;59.88127946666667;10.743408116666666;0.0;59.88127946666667;10.743408116666666;0.0;1713867896.4766743;-42.208;2.322927481675241;0.91;0.48;-0.105;-44.76;5.47;0.759;-0.191;59.88157283333334;10.744337833333333;0.0;-32.86195280638939;-51.903421712277996;0.00029524683243842276;1713867896.3734047;0.10524582862854004;0.0;0.0;0.0;0.0;454.8767438785281;547.3456728643796;1.6696902199413515;-3.1374000541511933;3.5540321510019726;-1.0817302358369065;-0.7812093731926618;61.5427026132633;-4.447889934386263;-31.192262586448038;-55.04082176642919
2024-04-23_12:24:56:742680;1713867896.621817;59.881281066666666;10.7434052;0.0;59.881281066666666;10.7434052;0.0;1713867896.62082;-41.35;1.6772639942838934;0.91;0.172;0.553;-44.512;-5.425;4.565;2.134;59.88157283333334;10.744337833333333;0.0;-32.68369412835512;-52.06395199224356;0.00029563567449386596;1713867896.4786506;0.14316654205322266;0.0;0.0;0.0;0.0;439.6767825209549;548.1432680854922;1.580441514103832;-3.0873437360896077;3.4683550458790333;-1.0976663367626105;-0.776880956647716;59.99673305499023;-5.142419452056508;-31.10325261425129;-55.15129572833317
2024-04-23_12:24:56:910739;1713867896.8479016;59.88128265;10.74340235;0.0;59.88128265;10.74340235;0.0;1713867896.8479016;-40.413;1.0475708269402095;0.91;-0.648;1.087;-44.247;-6.546;4.115;2.49;59.88157283333334;10.744337833333333;0.0;-32.50543540445931;-52.227282246910974;0.00029605650468766953;1713867896.621817;0.22608447074890137;0.0;0.0;0.0;0.0;436.2031147455035;547.3594181692849;1.5412210620432418;-3.094989178790847;3.457502043226893;-1.108771628161255;-0.772255834129931;59.52271154813955;-5.247230765611924;-30.96421434241607;-55.32227142570182
2024-04-23_12:24:56:919720;1713867896.9167309;59.88128265;10.74340235;0.0;59.88128265;10.74340235;0.0;1713867896.915713;-39.114;0.0;0.91;-0.931;1.543;-43.735;2.026;0.677;2.736;59.88157283333334;10.744337833333333;0.0;-32.329033563160195;-52.3868791919682;0.0002964664632436609;1713867896.8479016;0.06882929801940918;0.0;0.0;0.0;0.0;419.4850511314645;550.9514758509137;1.470025708962595;-3.0634967238129036;3.3979387519234914;-1.1233964644966863;-0.76331974835972;58.263880743393166;-6.123166645261345;-30.8590078541976;-55.4503759157811
2024-04-23_12:24:57:043531;1713867897.0399692;59.881284216666664;10.743399583333334;0.0;59.881284216666664;10.743399583333334;0.0;1713867897.039045;-38.82;1.8923444297703362;0.91;-0.64;1.504;-43.522;3.925;-0.873;2.733;59.88157283333334;10.744337833333333;0.0;-32.329033563160195;-52.3868791919682;0.0002964664632436609;1713867896.9167309;0.12323832511901855;0.0;0.0;0.0;0.0;438.89573708328936;550.2867052957038;1.5628170367608014;-3.175591749838439;3.5393191509147313;-1.113461203182826;-0.759602197052972;60.199430314902706;-5.288353404465672;-30.766216526399393;-55.56247094180664
2024-04-23_12:24:57:170756;1713867897.1637723;59.881284216666664;10.743399583333334;0.0;59.881284216666664;10.743399583333334;0.0;1713867897.1617768;-38.389;0.0;0.91;-0.217;1.327;-43.192;2.279;-1.453;2.979;59.88157283333334;10.744337833333333;0.0;-32.15448862090453;-52.5418094985299;0.0002968560092337924;1713867897.0399692;0.12380313873291016;0.0;0.0;0.0;0.0;423.6844368999006;552.1657366164832;1.4841922676166455;-3.135669380859639;3.469185661407258;-1.1287151210382542;-0.7538426105213908;58.856861338158545;-6.017514659194218;-30.670296353287885;-55.67747887938954
2024-04-23_12:24:57:311966;1713867897.2909732;59.88128581666667;10.743396933333333;0.0;59.88128581666667;10.743396933333333;0.0;1713867897.2880247;-37.202;1.8372064758436495;0.91;-0.061;1.213;-42.826;0.589;-0.53;3.29;59.88157283333334;10.744337833333333;0.0;-32.15448862090453;-52.5418094985299;0.0002968560092337924;1713867897.1637723;0.12720084190368652;0.0;0.0;0.0;0.0;437.92639011036715;555.1032435448905;1.5785460047589197;-3.2479507394826044;3.6112312990510516;-1.118400867931612;-0.7474547054590915;60.74307253265236;-5.584677931316364;-30.57594261614561;-55.789760238012505
2024-04-23_12:24:57:401311;1713867897.3993175;59.88128581666667;10.743396933333333;0.0;59.88128581666667;10.743396933333333;0.0;1713867897.3983626;-36.379;0.0;0.91;-0.129;1.289;-42.486;-0.711;1.052;2.738;59.88157283333334;10.744337833333333;0.0;-31.976230086844097;-52.690206428384066;0.0002971828644167118;1713867897.2909732;0.10834431648254395;0.0;0.0;0.0;0.0;420.91512281458336;557.2003363566093;1.4889525663860539;-3.204308616130163;3.5333515891223755;-1.1358083559306118;-0.7415205860023109;59.25129985604358;-6.397833799703027;-30.487277520458044;-55.89451504451423
